ID,Título,Criado em,Fase,Etiquetas,Tipo de requisição,Solicitante,Veículo,Tipo Veicular,Litros Usados,Veiculos,Hodometro,Autorizado Por,Valor (R$),Nº DA NOTA,FORNECEDOR,VALOR DA NOTA,O que está sendo aguardado ou o que estava ?,Categoria
1209174548,FURO CHAPA DE AÇO,05/09/2025,Despesa- Concluida,Consumo Oficina,Serviço de Terceiro,,,,,,,,,,,,,
1209155343,PRODUTO LAVADOR ,05/09/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1209146080,FITA PVC ,05/09/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1209135912,ABASTECIMENTO TKY6E68,05/09/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,16375,,,,,,,
1208826072,CARGA BATERIA  5278,05/09/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1208797566,ABASTECIMENTO TKC5D99,05/09/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKC5D99,10851,,,,,,,
1208385816,ABASTECIMENTO TRATOR EVENTO,04/09/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,0,,,,,,,
1208380068,ABASTECIMENTO DE QUADRICICLO,04/09/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,0,,,,,,,
1208372858,DISCO DEDESBASTE,04/09/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1208264628,ABASTECIMENTO TKY6E68,04/09/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,15.751,,,,,,,
1208257382,PEÇAS PARA O TRATOR DO ROQUE LANDICO,04/09/2025,Despesa- Concluida,Cobrado do Cliente,Peça,,,,,,,,,,,,,
1208219651,ALMOÇO TIO TOKO LUIZ FERNANDO,04/09/2025,Despesa- Concluida,Comercial,Alimentação,,,,,,,,,,,,,
1208193828,TINTA PARA PINTURA VERDE,04/09/2025,Despesa- Concluida,Comercial,Ferramenta,,,,,,,,,,,,,
1207974788,MANUTENÇÃO EPX5253,04/09/2025,Despesa- Concluida,Comercial,Veicular,,,Manutenção,,,0,,,,,,,
1207952089,ABRAÇADEIRA GRUPO RIBEIRO,04/09/2025,Despesa- Concluida,Cobrado do Cliente,Peça,,,,,,,,,,,,,
1207948144,ABASTECIMENTO DLZ1967,04/09/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,DLZ1967,183740,,,,,,,
1207623937,ABASTECIMENTO TKY6E68,03/09/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,15176,,,,,,,
1207576383,PORCA ROSCADA DE AÇO,03/09/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1207562880,SERVIÇO DE TERCEITO MUNK,03/09/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1207538217,"1,5M MANGUEIRA E 8 ABRAÇADEIRA",03/09/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1207534909,BUCHAS PARA TRATOR DO MARCIO FÁVARO,03/09/2025,Custo-Cobrado Cliente,Cobrado do Cliente,Peça,,,,,,,,,,,,,
1207328859,VOLANTE PARA TRATOR LUCIANO MAZZA,03/09/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1207321747,ABASTECIMENTOS TRATORES DEMONSTRAÇÃO,03/09/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,0,,,,,,,
1206647392,SPRAY PARA SERVIÇOS DA OFICINA,02/09/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1206630254,ASBATECIMENTO 6075 4354,02/09/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,7.4,,,,,,,
1206453523,GASOLINA PARA LIMPEZA DO TANQUE DE TRATOR EM ESTOQUE,02/09/2025,Despesa- Concluida,Comercial,Veicular,,,Manutenção,,,7.4,,,,,,,
1206065788,ABASTECIMENTO EVG1e67,01/09/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,EVG1E67,235.851,,,,,,,
1206058138,VISOR PARA PASTA( ETIQUETA),01/09/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1206019103,ABASTECIMENTO CAMINHÃO AQJ3H59,01/09/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,AQJ3H59,416744,,,,,,,
1205771237,ABASTECIMENTO PARA ENTREGA DO ACCURA,01/09/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,149805,,,,,,,
1205686116,ABASTECIMENTO TRATOR ADRIANO CORCOVIA PARA ENTREGA,01/09/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,1.6,,,,,,,
1205662432,ABASTECIMENTO TKY6E68,01/09/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,14.670,,,,,,,
1205654917,ABASTECIMENTO ATJ6211,01/09/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,ATJ6211,348.403,,,,,,,
1205036024,ABASTECIMENTO TKC5D99,30/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKC5D99,10411,,,,,,,
1204986162,REPAROS NOS BANCOS DA MONTANA ,30/08/2025,Despesa- Concluida,Frota,Veicular,,,Manutenção,,FHY8D25,0,,,,,,,
1204984207,BALANCEAMENTO RODA DLZ1967,30/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Manutenção,,DLZ1967,183403,,,,,,,
1204980921,TINTA SPRAY,30/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1204980514,ABASTECIMENTO FXM4G90,30/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FXM4G90,236.424,,,,,,,
1204367222,REVISÃO CARRO GABRIEL,29/08/2025,Despesa- Concluida,Frota,Veicular,,,Manutenção,,TKC5D99,10553,,,,,,,
1204265242,ABASTECIMENTO FHY8D25,29/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FHY8D25,0,,,,,,,
1204263706,ABASTECIMENTO FXM4G90,29/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FXM4G90,236220,,,,,,,
1203987632,ABASTECIMENTO AQJ3H59,28/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,AQJ3H59,415873,,,,,,,
1203824007,BROCA,28/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1203519148,ABASTECIMENTO DIESEL PRA TRATOR,28/08/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,15,,,,,,,
1203502353,ABASTECIMENTO DLZ1967,28/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,DLZ1967,183131,,,,,,,
1203045117,HOSPEDAGEM ESPLANADA DE PROMISSÃO,27/08/2025,Despesa- Concluida,Consumo Oficina,Serviço de Terceiro,,,,,,,,,,,,,
1203031567,MANUTENÇÃO DO TRATOR 9500 ESTOQUE,27/08/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1202887653,DIESEL PARA ENTREGA DO TRATOR AO CLIENTE,27/08/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,12,,,,,,,
1202806211,ABASTECIMENTO FXM4G90,27/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FXM4G90,235863,,,,,,,
1202802518,ABASTECIMENTO TCK5D99,27/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKC5D99,9886,,,,,,,
1202795470,ABASTECIMENTO EVG1E67,27/08/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,EVG1E67,235.408,,,,,,,
1202512656,ABASTECIMENTO AYB4230,26/08/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,AYB4230,204.376,,,,,,,
1202496781,Abastecimento TKY6E68,26/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,13872,,,,,,,
1202442733,ESPÁTULA,26/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1202379899,LÂMPADA PARA TRATOR,26/08/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1201825052,ABASTECIMENTO EVG1E67,25/08/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,EVG1E67,234596,,,,,,,
1201786692,ABASTECIMENTO AQJ3H59,25/08/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,AQJ3H59,414786,,,,,,,
1201708371,MARIA FÁVARO PULVERIZADOR 2 PORCA,25/08/2025,Despesa- Concluida,Cobrado do Cliente,Peça,,,,,,,,,,,,,
1201705241,TROCA PARAFUSO CABINE,25/08/2025,Despesa- Concluida,Frota,Serviço de Terceiro,,,,,,,,,,,,,
1201646728,DESCARREGAMENTO CARRETA,25/08/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1201388344,MANUTENÇÃO DE TRATOR,25/08/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1200585261,CALIBRADOR PARA TRATOR,23/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1200232905,PRODUTOS QUADRICICLO,22/08/2025,Despesa- Concluida,Comercial,Ferramenta,,,,,,,,,,,,,
1200132361,ABASTECIMENTO EVG1E67,22/08/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,EVG1E67,0,,,,,,,
1199574015,REPARO TRATOR 4356,21/08/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1199563567,ABASTECIMENTO AQJ3H59,21/08/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,AQJ3H59,414106,,,,,,,
1199392172,ABASTECIMENTO FXM4G90,21/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FXM4G90,235470,,,,,,,
1199205877,SERVIÇOS DE PNEUS CAMINHAO MUNK,21/08/2025,Despesa- Concluida,Comercial,Veicular,,,Manutenção,,EVG1E67,234243,,,,,,,
1198891237,ABASTECIMENTO FHY8D25,20/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FHY8D25,0,,,,,,,
1198689981,COLA SUPERBONDE,20/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1198460847,ABASTECIMENTO TKC5D99,20/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKC5D99,9352,,,,,,,
1198432408,ABASTECIMENTO FXM4G90,20/08/2025,Despesa- Concluida,Frota,Veicular,,,Abastecimento,,FXM4G90,235115,,,,,,,
1198010678,OCULOS MILANO E CORDA,19/08/2025,Despesa- Concluida,Comercial,Ferramenta,,,,,,,,,,,,,
1197953419,ÓLEO E FILTRO FHY8D25 ,19/08/2025,Despesa- Concluida,Frota,Veicular,,,Manutenção,,FHY8D25,59566,,,,,,,
1197572754,TROCA DO REPARO PISTAO,19/08/2025,Custo-Cobrado Cliente,Cobrado do Cliente,Serviço de Terceiro,,,,,,,,,,,,,
1197264682,THINNER E MAZA DEMARCAÇÃO AMARELO,18/08/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1197254012,SPRAY SEMIBRILHO PRETO,18/08/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1196913194,PEÇAS STARA TORNADO 300,18/08/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1196859305,ABASTECIMENTO DLZ1967,18/08/2025,Despesa- Concluida,Frota,Veicular,,,Abastecimento,,DLZ1967,182524,,,,,,,
1196853878,PEÇA STARA TORNADO,18/08/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1196839831,ABASTECIMENTO FHY8D25,18/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FHY8D25,95688,,,,,,,
1196835709,ABASTECIMENTO FXM4G90,18/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FXM4G90,234698,,,,,,,
1196242700,EIXO HOMOCINETICO STRADA,16/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Manutenção,,ATJ6211,0,,,,,,,
1195901452,ABASTECIMENTO EVG1E67,15/08/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,EVG1E67,234061,,,,,,,
1195869527,SPRAY MAZA PRETO ,15/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1195731481,ABASTECIMENTO QUADRICICLO,15/08/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,22,,,,,,,
1195716696,Buchas para o banco do 9500,15/08/2025,Custo-Cobrado Cliente,Cobrado do Cliente,Peça,,,,,,,,,,,,,
1195645108,ABASTECIMENTO TKY6E68,15/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,13336,,,,,,,
1195642733,CAIXA DE FERRAMENTA,15/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1195438352,SPRAY PRETO PARA CARRETA LUMA,14/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1195419125,REVISÃO MONITOR DE SEMENTE,14/08/2025,Custo-Cobrado Cliente,Cobrado do Cliente,Serviço de Terceiro,,,,,,,,,,,,,
1195381957,MANUTENÇÃO CABINE CAMINHÂO,14/08/2025,Despesa- Concluida,Frota,Veicular,,,Manutenção,,AQJ3H59,413475,,,,,,,
1195126263,REVISÃO SEB9J47,14/08/2025,Despesa- Concluida,Frota,Veicular,,,Manutenção,,SEB9J47,74681,,,,,,,
1195117348,MANUTENÇÃO ROQUE RIBEIRO,14/08/2025,Despesa- Concluida,Cobrado do Cliente,Peça,,,,,,,,,,,,,
1195107854,QUADRICICLO ESTOQUE,14/08/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1195092946,SACAR PARAFUSOS JOSE PIO,14/08/2025,Despesa- Concluida,GARANTIA,Serviço de Terceiro,,,,,,,,,,,,,
1195023202,1 ARCO DE SERRA E 4 CEGUETA,14/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1195016246,ABASTECIMENTO  FHY8D25,14/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FHY8D25,158497,,,,,,,
1194627198,MANUTENÇÃO SEC2J19,13/08/2025,Despesa- Concluida,Frota,Veicular,,,Manutenção,,,90370,,,,,,,
1194619471,REPARO DO FHY8D25,13/08/2025,Despesa- Concluida,Frota,Veicular,,,Manutenção,,FHY8D25,158497,,,,,,,
1194609310,CARREGAMENTO GRADE MUNK,13/08/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1194532956,ADESIVOS PARA REVISÕES,13/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1193959251,ABASTECIMENTO AQJ3H59,12/08/2025,Despesa- Concluida,Frota,Veicular,,,Abastecimento,,AQJ3H59,134735,,,,,,,
1193918898,PRENSA DE MANGUEIRA PARA ADUBADEIRA DCA 5500,12/08/2025,Custo-Cobrado Cliente,Cobrado do Cliente,Serviço de Terceiro,,,,,,,,,,,,,
1193913380,REFAZER ROSCA SUPORTE,12/08/2025,Despesa- Concluida,Consumo Oficina,Serviço de Terceiro,,,,,,,,,,,,,
1193825142,Produtos gerais,12/08/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1193820370,Interfolha toalha,12/08/2025,Despesa- Concluida,Almoxarifado/Limpeza,Peça,,,,,,,,,,,,,
1193814430,RECUPERAR ROSCA TERRACEADOR,12/08/2025,Despesa- Concluida,Consumo Oficina,Serviço de Terceiro,,,,,,,,,,,,,
1193811453,DOBRADIÇA ANGELO ANDRE,12/08/2025,Despesa- Concluida,Cobrado do Cliente,Serviço de Terceiro,,,,,,,,,,,,,
1193806205,14 CHAPA PARA PLANTADEIRA,12/08/2025,Despesa- Concluida,Consumo Oficina,Serviço de Terceiro,,,,,,,,,,,,,
1193803956,RETIFICAR VOLANTE VICENTE,12/08/2025,Despesa- Concluida,Cobrado do Cliente,Serviço de Terceiro,,,,,,,,,,,,,
1193799122,REPARO PNEU E BALANCEAMENTO DE RODA,12/08/2025,Despesa- Concluida,Frota,Veicular,,,Manutenção,,,0,,,,,,,
1193789010,SOLDAR ESCAPAMENTO,12/08/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1193778370,CALÇO PARA MONTAGEM DE CONJ. FRONTAL,12/08/2025,Despesa- Concluida,Consumo Oficina,Serviço de Terceiro,,,,,,,,,,,,,
1193759143,Material Oficina,12/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1193615384,ABASTECIMENTO QUADRICICLO,12/08/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,1348,,,,,,,
1193546129,ABASTECIMENTO TKC5D99,12/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKC5D99,8866,,,,,,,
1193304173,Bateria Voyage SEB9I75,11/08/2025,Despesa- Concluida,Frota,Veicular,,,Manutenção,,SEB9I75,0,,,,,,,
1193295559,LIMPEZA BANCO FHY8D25,11/08/2025,Despesa- Concluida,Frota,Veicular,,,Manutenção,,FHY8D25,0,,,,,,,
1193195318,MANUTENÇÃO DO ASPIRADOR,11/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1193181164,ABASTECIMENTO FHY8D25,11/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FHY8D25,158497,,,,,,,
1192867539,ABASTECIMENTO STRADA VERMELHA,11/08/2025,Despesa- Concluida,Frota,Veicular,,,Abastecimento,,FXM4G90,234274,,,,,,,
1192172427,ABASTECIMENTO TKYS SEILAH MA MA8,09/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,EPX5402,556133,,,,,,,
1191620927,BUCHA DO ASSENTO DLZ1967,08/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Manutenção,,DLZ1967,1,,,,,,,
1191471094,compra oleo para troca nos carros vendedores,08/08/2025,Despesa- Concluida,Comercial,Veicular,,,Manutenção,,,,,,,,,,
1191467316,arrumou pneu carro André,08/08/2025,Despesa- Concluida,Comercial,Veicular,,,Manutenção,,SEB9I75,,,,,,,,
1191414650,DILUENTE P.U,08/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1191346162,ABASTECIMENTO DO TKY6E68,08/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,13088,,,,,,,
1191061136,RECONDICIONAR COMPRESOR DE AR,08/08/2025,Despesa- Concluida,Cobrado do Cliente,Serviço de Terceiro,,,,,,,,,,,,,
1191057074,DLZ 1967 ABASTECIMENTO,08/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,DLZ1967,,,,,,,,
1190361794,CONSERTO DE ASPIRADOR,07/08/2025,Despesa- Concluida,Consumo Oficina,Serviço de Terceiro,,,,,,,,,,,,,
1190356243,50 ETIQUETAS OLEO,07/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1190316167,ABASTECIMENTO CAMINHÃO AQJ3H39,07/08/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,AQJ3H59,,,,,,,,
1189827478,PRODUTO DE LIMPEZA PRA VEÍCULOS,06/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1189789288,DISCO LIXA,06/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1189787544,SPRAY ACRILICO,06/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1189155093,ABASTECIMENTO FXM4G90,05/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FXM4G90,,,,,,,,
1188909374,ABASTECIMENTO EVG1E67,05/08/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,233616,,,,,,,
1188310028,DLZ1967 ABASTECIMENTO,04/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,DLZ1967,,,,,,,,
1188248947,MACACO VERMELHO,04/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1188247055,MACACO VERDE,04/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1188245376,MACACO AZUL PRENSA,04/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1188243250,MACACO VERDE P,04/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1188241695,MACACO JACARÉ,04/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1188239313,MACACO PNEUMATICO VERMELHO + BOMBA PNEUMATICA,04/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1187475518,KIT REVISÃO,02/08/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1187202814,FXM4G90 ABASTECIMENTO,01/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FXM4G90,234915,,,,,,,
1187184845,DIESEL PRA TRATOR DE DESMONSTRAÇÃO 9500S,01/08/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1186863166,EXTENSÃO E CORDA,01/08/2025,Despesa- Concluida,Comercial,Ferramenta,,,,,,,,,,,,,
1186850282,ABASTECIMENTO PARA SERVIÇO EM CAMPO TKY6E68,01/08/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,,,,,,,,
1186250933,ABSTECIMENTO TKC5D99,31/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1186225889,FERRAMENTA PARA REGULAR VÁLVULA,31/07/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1186212398,2 alicates KADU,31/07/2025,Despesa- Concluida,Comercial,Ferramenta,,,,,,,,,,,,,
1185994149,"Verniz 900ML, VONIXX PNEU PRETINHO",30/07/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1185977233,FUNDO PREPARADOR,30/07/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1185915761,7 PARAFUSOS TRINHCA PINHALENSE,30/07/2025,Despesa- Concluida,Cobrado do Cliente,Peça,,,,,,,,,,,,,
1185885299,PARAFUSO DA RODA DIANTEIRA DO TRATOR 5050 NOVO,30/07/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1185656181,ALMOÇO TIO TOKO,30/07/2025,Despesa- Concluida,Consumo Oficina,Alimentação,,,,,,,,,,,,,
1185646916, ABASTECIMENTO AVG1E67,30/07/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1185644840,Abastecimento DLZ1967,30/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1185305630,CAIXA DE FERRAMENTA NICOLAS,29/07/2025,Negadas,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1185303401,CAIXA CAMINHONETE NICOLAS,29/07/2025,Negadas,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1185168443,ABASTECIMENTO CONSORCIO,29/07/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,AYB4230,202263,,,,,,,
1184551349,THINNER PARA OFICINA,28/07/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1184417256,ETIQUETA PARA CHAVE,28/07/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1184344378,DISTRIBUIDOR TORNADO STARA,28/07/2025,Despesa- Concluida,Comercial,Ferramenta,,,,,,,,,,,,,
1184330334,LIBERAÇÃO DE MOLA PARA VISTORIA DO AQJ3H59,28/07/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1184297114,ABASTECIMENTO TKY6E68,28/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,,,,,,,,
1184296253,ABASTECIMENTO AQJ3H59,28/07/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,AQJ3H59,,,,,,,,
1183684549,OLINTO RODRIGUES DE ARRUDA E OUTRO,26/07/2025,Despesa- Concluida,Cobrado do Cliente,Peça,,,,,,,,,,,,,
1183398983,ABASTECIMENTO TKY6E68,25/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,,,,,,,,
1183389634,DIESEL PRA TRATORES 6075 E 2025,25/07/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1183326280,MOTOR 8000 OLINTO,25/07/2025,Despesa- Concluida,Cobrado do Cliente,Serviço de Terceiro,,,,,,,,,,,,,
1183224488,ABASTECIMENTO CARRO PESSOAL PAULO,25/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,,,,,,,,
1183123675,Almoço Tio Toko Paulo / Luiz Fernando,25/07/2025,Despesa- Concluida,Consumo Oficina,Alimentação,,,,,,,,,,,,,
1182427526,ABASTECIMENTO DLZ1967,24/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,DLZ1967,,,,,,,,
1182175101,"TOMADA, FUSIVEL E SERVIÇO DE INSTALAÇÃO",23/07/2025,Despesa- Concluida,Comercial,Veicular,,,Manutenção,,,,,,,,,,
1182171275,ABASTECIMENTO LUIZ FERNANDO,23/07/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1181936023,"Tinta, pincel e escova de aço",23/07/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1181702666,ABASTECIMENTO JOAQUIM FERNANDO,23/07/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1181681433,ABASTECIMENTO DO TKY6E68,23/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,,,,,,,,
1181198650,Insufilm AQJ3H59,22/07/2025,Despesa- Concluida,Baixa,Veicular,,,Outros,,,,,,,,,,
1181059328,GASOLINA QUADRICICLO,22/07/2025,Despesa- Concluida,Cobrado do Cliente,Veicular,,,Abastecimento,,,,,,,,,,
1180849886,CAIXA DE TINTA SPRAY SEMI BIRLHO,22/07/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1180845787,TERMORETRÁTIL PARA USO DA OFICINA,22/07/2025,Despesa- Concluida,Comercial,Ferramenta,,,,,,,,,,,,,
1180380990,MACHO PARA FAZER ROSCA,21/07/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1180279100,2 CHAVE 10 DE CATRACA E LUVA,21/07/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1179987698,ÓLEO DIESEL CACIQUE,21/07/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
