ID,Título,Criado em,Fase,Etiquetas,Tipo de requisição,Solicitante,Veículo,Tipo Veicular,Litros Usados,Veiculos,Hodometro,Autorizado Por,Valor (R$),Nº DA NOTA,FORNECEDOR,VALOR DA NOTA,O que está sendo aguardado ou o que estava ?,Categoria
1179983484,ABASTECIMENTO PARA TKY6E68,21/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,,,,,,,,
1179973856,Cabo de Solda,21/07/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1179943583,ABASTECIMENTO DO TKC5D99,21/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKC5D99,,,,,,,,
1179306316,ABASTECIMENTO AQJ3H59,19/07/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,AQJ3H59,,,,,,,,
1179031164,FXM4G90 ABASTECIMENTO PARA SERVIÇO EM CAMPO,18/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FXM4G90,,,,,,,,
1178686524,Refeicao Reuniao Comercial - FEAP 2025,18/07/2025,Aguardando- NF ou Aprovar,Comercial,Alimentação,,,,,,,,,,,,,
1177835939,ABASTECIMENTO TKY6E68,17/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,,,,,,,,
1177793208,ABASTECIMENTO EVG1E67,17/07/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,EVG1E67,,,,,,,,
1177784056,ABASTECIMENTO PARA DLZ1967,17/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,DLZ1967,,,,,,,,
1177410315,LIXAS ROKIT,16/07/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1176872411,MANGUEIRA PARA TERRACEADOR DO CLIENTE CLAUDINEI,15/07/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1176702959,TURBINA PARA TRATOR JOSE PIO,15/07/2025,Despesa- Concluida,Cobrado do Cliente,Peça,,,,,,,,,,,,,
1176540250,ABASTECIMENTO TKC5D99,15/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKC5D99,,,,,,,,
1176478372,CONSERTO MACACOS OFICINA ,15/07/2025,Despesa- Concluida,Consumo Oficina,Serviço de Terceiro,,,,,,,,,,,,,
1176039733,ABASTECIMENTO TKY6E68,14/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,,,,,,,,
1175787118,CAIXA DE ADUBO ACCURA 1200(ESTOQUE),14/07/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1174794703,ROLO PARA PINTURA ,11/07/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1174609193,ABASTECIMENTO AQJ3H59,11/07/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,AQJ3H59,,,,,,,,
1174547655,ABASTECIMENTO DLZ1967,11/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,DLZ1967,,,,,,,,
1174538114,ABASTECIMENTO FXM4G90,11/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FXM4G90,,,,,,,,
1174115859,DISCO DE DESBASTE ,10/07/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1173935654,Tinta laca grafite p/rodas,10/07/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1172955428,ABASTECIMENTO FXM4G90,08/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FXM4G90,,,,,,,,
1172953890,PARAFUSO E TRAVA MEIA LUA,08/07/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1172660189,ABASTECIMENTO DLZ1967,07/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,DLZ1967,,,,,,,,
1172642643,ABASTECIMENTO TKC5D99,07/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKC5D99,,,,,,,,
1172618101,ELETRODO,07/07/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1172427862,MACACÃO ,07/07/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1171912537,ABASTECIMENTO TRATOR,04/07/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1171679615,ABASTECIMENTO AYB4230,04/07/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1171662021,BOTINAS E ÓCULOS DE PROTEÇÃO ,04/07/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1171566391,PARAFUSO PRO VAGÃO,04/07/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1170515616,ABASTECIMENTO JOÃO FARTURA,02/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,EPX5475,,,,,,,,
1170508452,REABASTECIMENTO DE DIESEL,02/07/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1169832878,TROCA LIMPADOR DO PARABRISA,01/07/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1169824278,ABASTECIMENTO TKY6E68,01/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,,,,,,,,
1169731301,ABASTECIMENTO AQJ3H59,01/07/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,AQJ3H59,,,,,,,,
1169468424,Abastecimento EVG1E67,01/07/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,EVG1E67,,,,,,,,
1169375423,ABASTECIMENTO DLZ1967,01/07/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,DLZ1967,,,,,,,,
1169002203,ABASTECIMENTO TKY6E68,30/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1168986029,ABASTECIMENTO DYL8F61,30/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1168975038,TAMPÃO DE PVC,30/06/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1168952613,ABASTECIMENTO,30/06/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1168946861,PRENSA DE MANGUEIRA,30/06/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1168609607,PARAFUSO,30/06/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1167716665,ABASTECIMENTO FXM4G90,28/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FXM4G90,,,,,,,,
1167698633,ARRUELA DE ALUMINIO ,28/06/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1167087268,PARAFUSOS,27/06/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1166953797,20 LITROS GASOLINA TRATOR  86-110P,27/06/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1166658471,ABASTECIMENTO AQJ3H59,26/06/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,AQJ3H59,,,,,,,,
1166567255,Abastecimento TKC5D99,26/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKC5D99,,,,,,,,
1166460878,SPRAY PRETO,26/06/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1166456860,ABASTECIMENTO FXM4G90,26/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FXM4G90,,,,,,,,
1165777242,ALICATE,25/06/2025,Despesa- Concluida,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1165122967,ABASTECIMENTO DLZ1967,24/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,DLZ1967,,,,,,,,
1164842785,ABASTECIMENTO TKY6E68,24/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,,,,,,,,
1164591154,ABASTECIMENTO AQJ3H59,23/06/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,AQJ3H59,,,,,,,,
1164283824,CAIXA DE FERRAMENTA E LUVA,23/06/2025,Despesa- Concluida,Comercial,Ferramenta,,,,,,,,,,,,,
1164195469,PARAFUSO PRA SACADOR,23/06/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1163553334,TINTA VERMELHO MAHINDRA ,20/06/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1163444858,ABASTECIMENTO,20/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKC5D99,,,,,,,,
1163416515,ARRUELA DE VEDAÇÃO ,20/06/2025,Despesa- Concluida,Cobrado do Cliente,Peça,,,,,,,,,,,,,
1163334888,ALMOÇO TIO TOKO ,20/06/2025,Despesa- Concluida,Consumo Oficina,Alimentação,,,,,,,,,,,,,
1163279190,ELETRODO,20/06/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1162738181,ABASTECIMENTO AQJ3H59,18/06/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,AQJ3H59,,,,,,,,
1161736615,ABASTECIMENTO,17/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FXM4G90,,,,,,,,
1161620637,FUSIVEIS ,17/06/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1161525567,TINTA,17/06/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1161507364,ABASTECIMENTO,17/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,TKY6E68,,,,,,,,
1161112383,AJUSTAR NO TORNO BASE,16/06/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1161111270,Reparo em Carcaça – Furos e Rosca,16/06/2025,Despesa- Concluida,Consumo Oficina,Serviço de Terceiro,,,,,,,,,,,,,
1161107304,FAZER PINO,16/06/2025,Despesa- Concluida,Consumo Oficina,Serviço de Terceiro,,,,,,,,,,,,,
1161105157,FAZER ESCAPAMENTO CAMINHÃO 4 EIXO,16/06/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1161103456,FURAR FACAS DE AÇO,16/06/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1161097808,ENCHER E FAZER ROSCA,16/06/2025,Despesa- Concluida,Cobrado do Cliente,Serviço de Terceiro,,,,,,,,,,,,,
1160737470,ABASTECIMENTO CAMINHÃO,16/06/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,EVG1E67,,,,,,,,
1160476976,PRENSA DE MANGUEIRA ,14/06/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1160190679,ARRUELA E ABRAÇADEIRA,13/06/2025,Despesa- Concluida,Cobrado do Cliente,Peça,,,,,,,,,,,,,
1159741492,ABASTECIMENTO CAMINHÃO,12/06/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,AQJ3H59,,,,,,,,
1159723424,PRODUTOS DE PAPELARIA ,12/06/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1159376943,ABASTECIMENTO,12/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,FXM4G90,,,,,,,,
1159131664,TINTA SPRAY ,11/06/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1158743622,ABASTECIMENTO ,11/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1158083251,ALMOÇO TIO TOKO,10/06/2025,Despesa- Concluida,Consumo Oficina,Alimentação,,,,,,,,,,,,,
1157976472,CONSERTO CHAVE,10/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Manutenção,,,,,,,,,,
1157519573,ABASTECIMENTO CAMINHÃO,09/06/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1157204114,REPARO DAS BOMBAS,09/06/2025,Despesa- Concluida,Cobrado do Cliente,Peça,,,,,,,,,,,,,
1157200222,ABASTECIMENTO ,09/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1155495742,ABASTECIMENTO,05/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1155471039,ABASTECIMENTO,05/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1155470600,ABASTECIMENTO ,05/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1155463937,ABASTECIMENTO TRATOR ,05/06/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1155039974,ABASTECIMENTO LUCAS,04/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1154698876,ABASTECIMENTO MUNK,04/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1154220289,ABASTECIMENTO,03/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1153991695,ABASTECIMENTO,03/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1153744968,ABASTECIMENTO,02/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1153555457,REVOLVER PARA LAVADOR,02/06/2025,FERRAMENTAS ESTOQUE,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1153233596,ABASTECIMENTO ,02/06/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1153225485,4 PARAFUSOS,02/06/2025,Despesa- Concluida,Cobrado do Cliente,Peça,,,,,,,,,,,,,
1152628465,LUVA VAQUETA ,30/05/2025,Despesa- Concluida,Comercial,Ferramenta,,,,,,,,,,,,,
1152578777,PRENSA DE MANGUEIRA,30/05/2025,Despesa- Concluida,Cobrado do Cliente,Serviço de Terceiro,,,,,,,,,,,,,
1152542959,EXTENSÃO PARA ESCRITÓRIO,30/05/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1152339110,CALIBRADOR AGUA E AR / CONEXÃO MANGUEIRA DE AR ,30/05/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1152288577,ABASTECIMENTO,30/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1151405522,ABASTECIMENTO,29/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1151404277,ABASTECIMENTO,29/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1151403734,ABASTECIMENTO ,29/05/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1150594068,DISCO FLAP,28/05/2025,Despesa- Concluida,Comercial,Ferramenta,,,,,,,,,,,,,
1150235431,Pistola Aerográfica,27/05/2025,FERRAMENTAS ESTOQUE,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1150234472,Máquina Pneumatica De Meia ,27/05/2025,FERRAMENTAS ESTOQUE,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1150233385,Máquina Pneumatica 3 Quartos,27/05/2025,FERRAMENTAS ESTOQUE,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1150232011,Macaco á Jacaré,27/05/2025,FERRAMENTAS ESTOQUE,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1150230888,3 macacos grandes,27/05/2025,FERRAMENTAS ESTOQUE,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1150230179,3 macacos pequenos,27/05/2025,FERRAMENTAS ESTOQUE,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1150228672,Politriz Dewalt,27/05/2025,FERRAMENTAS ESTOQUE,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1150227823,Lixadeira Rokit ,27/05/2025,FERRAMENTAS ESTOQUE,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1150226806,Revolver de pintura de 500ml/alta pressão,27/05/2025,FERRAMENTAS ESTOQUE,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1150225721,Revolver de pintura de 300ml/alta pressão,27/05/2025,FERRAMENTAS ESTOQUE,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1150224846,Revolver de pintura de 300ml/baixa pressão,27/05/2025,FERRAMENTAS ESTOQUE,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1150223246,Furadeira á Bateria ,27/05/2025,FERRAMENTAS ESTOQUE,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1150222159,Lixadeira Dewalt ,27/05/2025,FERRAMENTAS ESTOQUE,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1150220934,Furadeira Dewalt 110,27/05/2025,FERRAMENTAS ESTOQUE,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1150218466,Parafusadeira de impacto 1/2 ,27/05/2025,FERRAMENTAS ESTOQUE,Infraestrutura,Ferramenta,,,,,,,,,,,,,
1150005174,DIESEL PARA TRATOR DO ESTOQUE ,27/05/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1149786935,ABASTECIMENTO,27/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1149776185,ABASTECIMENTO,27/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1149730034,CANETA PARA REPARO DE PINTURA ,27/05/2025,FERRAMENTAS ESTOQUE,Consumo Oficina,Ferramenta,"[""Técnico: Fernando Leonel""]",,,,,,,,,,,,
1149729465,ABASTECIMENTO,27/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1149004214,ABASTECIMENTO,26/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1148264565,ABASTECIMENTO,23/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1148203279,DIESEL TRATOR NOVO CLAIR DOGNANI,23/05/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1148062785,"ABRAÇADEIRAS, REGISTROS E TAMPÃO",23/05/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1147503072,PRODUTOS PARA PINTURA DA OFICINA ,22/05/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1147499278,"TINTA SPRAY, THINNER E FITA CREPE ",22/05/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1146351060,PARAFUSO,21/05/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1146316968,ALMOÇO TIO TOKO,21/05/2025,Despesa- Concluida,Consumo Oficina,Alimentação,,,,,,,,,,,,,
1145774527,ABASTECIMENTO ,20/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1145664131,ABASTECIMENTO ,20/05/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1145309305,OCULOS DE PROTEÇÃO,20/05/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1144771390,ABASTECIMENTO,19/05/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1144615971,ABASTECIMENTO,19/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1144426116,ABASTECIMENTO,19/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1143196674,ABASTECIMENTO,16/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1142966525,ABASTECIMENTO,16/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1142932213,LIXA,16/05/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1142931166,FERRO DE SOLDA E ESTANHO ,16/05/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1142127351,ABASTECIMENTO ,15/05/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1141909065,SERVIÇO DE TORNO ,15/05/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1141907264,CALIBRE PARA REGULAR VALVULA ,15/05/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1141412927,CONSERTO MONTANA ,14/05/2025,Despesa- Concluida,Consumo Oficina,Serviço de Terceiro,,,,,,,,,,,,,
1141239397,ABASTECIMENTO,14/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1141196128,ABASTECIMENTO,14/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1140784739,CILINDRO DE GÁS PARA MAÇARICO ,13/05/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1140418392,SERVIÇO DE TORNO ,13/05/2025,Despesa- Concluida,Cobrado do Cliente,Serviço de Terceiro,,,,,,,,,,,,,
1139679833,TERMINAL DA BATERIA ,12/05/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1138317697,BARRA DE ROSCA,09/05/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1138093539,ABASTECIMENTO DANILO,09/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1138089270,SERVIÇO DE TORNO,09/05/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1138086188,ABASTECIMENTO PAULO,09/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1137392344,GASOLINA PARA LIMPEZA,08/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Manutenção,,,,,,,,,,
1137244778,LITRO PARA 9500,08/05/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1137017270,ABASTECIMENTO ,07/05/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1136833101,ENFORCA GATO,07/05/2025,Despesa- Concluida,Cobrado do Cliente,Ferramenta,,,,,,,,,,,,,
1136690193,CINTA DE ANEL ,07/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Manutenção,,,,,,,,,,
1136610625,ABASTECIMENTO ,07/05/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1136599051,TEMPERATURA QUADRICICLO,07/05/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1136003304,SERVIÇO DE TORNO,06/05/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1135991416,SERVIÇO DE TORNO ,06/05/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1135975027,FITA DE ALTA FUSÃO ,06/05/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1135973927,CAPA DE PARAFUSO DE RODA CROMADO ,06/05/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1135973028,TINTA PRETO SEMI-BRILHO,06/05/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1135741640,ABASTECIMENTO ,06/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1135404349,PRENSA DE MANGUEIRA DO RESPIRO ,05/05/2025,Despesa- Concluida,Cobrado do Cliente,Serviço de Terceiro,,,,,,,,,,,,,
1135353487,ADAPTADOR,05/05/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1134936887,ABASTECIMENTO,05/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1134935566,ABASTECIMENTO,05/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1134318629,COMBUSTÍVEL,03/05/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1133761779,SERVIÇO DE TORNO,02/05/2025,Despesa- Concluida,Cobrado do Cliente,Serviço de Terceiro,,,,,,,,,,,,,
1133760463,SERVIÇO DE TORNO,02/05/2025,Despesa- Concluida,Cobrado do Cliente,Serviço de Terceiro,,,,,,,,,,,,,
1132625303,ABASTECIMENTO ,30/04/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1132584576,ABASTECIMENTO ,30/04/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1132110002,ABASTECIMENTO ,29/04/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1131719477,ABASTECIMENTO ,29/04/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1131715005,ABASTECIMENTO ,29/04/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1131232384,PARAFUSO,28/04/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1130950789,SERVIÇO DE TORNO ,28/04/2025,Despesa- Concluida,Comercial,Serviço de Terceiro,,,,,,,,,,,,,
1130948660,ABASTECIMENTO ,28/04/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1129609328,MANGUEIRA 1 TRAMA 1/4 STRONG,25/04/2025,Despesa- Concluida,Cobrado do Cliente,Serviço de Terceiro,,,,,,,,,,,,,
1128790640,ABASTECIMENTO,24/04/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1128367052,PRODUTO DE LIMPEZA,23/04/2025,Despesa- Concluida,Consumo Oficina,Ferramenta,,,,,,,,,,,,,
1128302705,ABASTECIMENTO ,23/04/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1127642379,ELETRODO,22/04/2025,Despesa- Concluida,Consumo Oficina,Peça,,,,,,,,,,,,,
1125097798,ABASTECIMENTO ,17/04/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1125026049,ABASTECIMENTO ,17/04/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1124600538,DIESEL ,16/04/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1124063931,ABASTECIMENTO,16/04/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1123299442,ABASTECIMENTO,15/04/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
1122923773,ANEL ORING,15/04/2025,Despesa- Concluida,Cobrado do Cliente,Peça,,,,,,,,,,,,,
1122748820,PARAFUSO ,15/04/2025,Despesa- Concluida,Cobrado do Cliente,Peça,,,,,,,,,,,,,
1122728099,PRODUTOS PARA MANUTENÇÃO ,15/04/2025,Despesa- Concluida,Comercial,Peça,,,,,,,,,,,,,
1121585882,ABASTECIMENTO ,14/04/2025,Despesa- Concluida,Comercial,Veicular,,,Abastecimento,,,,,,,,,,
1121527882,ABASTECIMENTO ,14/04/2025,Despesa- Concluida,Consumo Oficina,Veicular,,,Abastecimento,,,,,,,,,,
