ID,Título,Criado em,Fase Atual,Etiquetas,Placa do Carro-Template,Litros Usados,Tipo Combustivel,Cliente,Ordem de Serviço,Fornecedor Final,Número Nota,Valor da Nota Fiscal,Recibo/Nota fiscal Fornecedor,Valor cobrado do cliente,Id requisição,Forncedor Final,Valor da Requisição,Número Nota Fiscal,Recibo/Nota Fiscal do Fornecedor,UTILIZADO PARA MANUTENÇÃO DE ALGO DA OFICINA,Observação (Opcional),SOLICITANTE,RESPONSÁVEL PELO CARRO,Veiculos,Hodometro,VALOR DA NOTA,Nº DA NOTA,FORNECEDOR,AUTORIZADO POR,Tipo de requisição,Tipo Veicular,Categoria
1068915968,COMPRA DE CHAVE DE IMPACTO ELÉTRICA ,29/01/2025,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,,,,,,,,,,,,,,,Ferramenta,,
1178686524,Refeicao Reuniao Comercial - FEAP 2025,18/07/2025,Aguardando- NF ou Aprovar,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,Alimentação,,
1255627617,TROCA DE FAROL QUEIMADO GOL,17/11/2025,Aguardando- NF ou Aprovar,Comercial,,,,,,,,,,,,,,,,,,,,EPX5406,12093,,,,,Veicular,Manutenção,
1257045018,ABASTECIMENTO ATJ6211,19/11/2025,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,,,,,,,,,ATJ6211,350959,,,,,Veicular,Abastecimento,
1258203330,ABASTECIMENTO TKY6E68,22/11/2025,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,"241,42",,,,,,,,,,,,TKY6E68,24.930,,,,,Veicular,Abastecimento,
1261778112,ABASTECIMENTO TKY6E68 PAULO,01/12/2025,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,,,,,,,,,TKY6E68,25888,,,,,Veicular,Abastecimento,
1261911501,ABASTECIMENTO LUIZ FERNANDO,01/12/2025,Aguardando- NF ou Aprovar,Comercial,,,,,,,,,,,,,,,,,,,,AQJ3H59,424661,,,,,Veicular,Abastecimento,
1268349221,"Ar deslgando sozinho, Trator Maria Beatriz Costa Curta",15/12/2025,Aguardando- NF ou Aprovar,Cobrado do Cliente,,,,Maria Beatriz Navarro Ribeiro Costacurta,4.376,Jeferson Climatização,22,300,https://app.pipefy.com/storage/v1/signed/uploads/e8ed2dac-60c5-4871-a000-6562ba4b883d/NFMARIABEATRIZJEFERSON.pdf?expires_on=1772801592&signature=CNf4D%2BU4jJjXSIRLDiYsZmGRC305GEwk6OTH5fbnj5g%3D,0,1268349221,,,,,,Solicitando Garantia desse valor. Aguardando resposta da Fábrica,,,,,,,,,Serviço de Terceiro,,
1269055817,"FITA DUPLA FACE, ABRAÇADEIRA, ETC",16/12/2025,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,1269055817,Outros...,"163,43",23988,https://app.pipefy.com/storage/v1/signed/uploads/9ab2dbe0-8b5d-4401-826e-08fe58620c5e/ImagemdoWhatsAppde2025-12-16s13.53.05_a6860e2c.jpg?expires_on=1772801592&signature=Hu056mTlo7Jh2BWCFddwohKkSVOSreEgSyr%2FxwBZmsY%3D,,,,,,,,,,,Ferramenta,,
1269499168, Anel Oring NB& 70 2157 e Anel Oring NB& 70 2156,17/12/2025,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,Landico,"9,79",5551,https://app.pipefy.com/storage/v1/signed/uploads/0daaeaa2-5d06-465f-9884-1286ca8ecee7/AnelOringZeca.tif?expires_on=1772801592&signature=HXy26GJrb6vF0CejJFF129fzD3eS0DgxLfIor3RORM4%3D,,"Técnico nçao pediu requisição para esse serviço.
Criada pelo Pós Vendas.",,,,,,,,,Peça,,
1269869487,Arrumar Banco da Saveiro do Zeca,18/12/2025,Aguardando- NF ou Aprovar,Consumo Oficina,DLZ1967,,,,,,,,,,1269869487,,,,,,,,,DLZ1967,0,,,,,Veicular,Manutenção,
1271450386,ABASTECIMENTO AQJ,22/12/2025,Aguardando- NF ou Aprovar,Comercial,AQJ3H59,,,,,,,,,,,,,,,,,,,AQJ3H59,428454,,,,,Veicular,Abastecimento,
1276210859,Prensar Mangueira para Carlos Fernando Basile,05/01/2026,Aguardando- NF ou Aprovar,Cobrado do Cliente,,,,,,,,,,,,,,,,,,,,,,,,,,Serviço de Terceiro,,
1282994568,ABASTECIMENTO FHY8D25,16/01/2026,Aguardando- NF ou Aprovar,Consumo Oficina,FHY8D25,,,,,,,,,,,,,,,,,,,FHY8D25,0,,,,,Veicular,Abastecimento,
1282994169,ABASTECIMENTO TKY6E68,16/01/2026,Aguardando- NF ou Aprovar,Consumo Oficina,TKY6E68,,,,,,,,,,1282994169,,,,,,,,,TKY6E68,0,,,,,Veicular,Abastecimento,
1293172731,Troca de Pneus Montana,04/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,FHY8D25,,,,,,,,,,,,,,,,,,,FHY8D25,0,,,,,Veicular,Manutenção,
1293174341,Troca de Pneus da Strada,04/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,FXM4G90,,,,,,,,,,,,,,,,,,,FXM4G90,250.00,,,,,Veicular,Manutenção,
1296837965,MANUTENÇÃO AR CONDICIONADO MARIA BEATRIZ,12/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,,,,MARIA BEATRIZ,4.376,Jeferson Climatização,37,300,https://app.pipefy.com/storage/v1/signed/uploads/3b347666-8f19-46fc-815d-1ec51c0a7af5/35512072261849573000189000000000003726020750065832.pdf?expires_on=1772801592&signature=cc5sgnh5lF4374GxvVUc4ZNOlU0Xx7Np2rVwtGla0yI%3D,300,1296837965,,,,,,FÁBRICA PAGARÁ SERVIÇO,,,,,,,,,Serviço de Terceiro,,
1296848782,Parafusos no Koba para o 5050 da loja,12/02/2026,Aguardando- NF ou Aprovar,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,Peça,,
1296905570,Pilha 3A para teclado Pós Vendas,12/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,,,,,,,,,,,,,,,Material Escritorio,,
1297338995,4 Parafusos e Porca para fixar o Conjunto Frontal (Dona Flora-PPO 79),13/02/2026,Aguardando- NF ou Aprovar,Cobrado do Cliente,,,,,,,,,,,,,,,,,,,,,,,,,,Peça,,
1297399320,TROCA DO PISTÃO PULVERIZADOR ECO RANGER 2000 CLIENTE AFONSO,13/02/2026,Aguardando- NF ou Aprovar,Comercial,,,,,,,,,,,,,,,,,,,,,,,,,,Peça,,
1297887073,PROBLEMA RODA BICICLETA,14/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,1297887073,,,,,,,,,,,,,,,Serviço de Terceiro,,
1297895528,Verniz para Vectra (do Paulo),14/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,,,,,,,,,,,,,,,Peça,,
1298263552,ALMOÇO SILVANA PEDRO,16/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,,,,,,,,,,,,,,,Alimentação,,
1298309546,Desbastar a campana da Montana- Processo de Passe ,16/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,FHY8D25,,,,,,,,,,,,,,,,,,,FHY8D25,240.000,,,,,Veicular,Manutenção,
1300751301,ABASTECIMENTO CARRO,21/02/2026,Aguardando- NF ou Aprovar,Comercial,,,,,,,,,,,,,,,,,,,,,0,,,,,Veicular,Abastecimento,
1300780681,CERA PARA CARROS,21/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,,,,,,,,,,0,,,,,Veicular,Manutenção,
1301262185,Parafuso oco 14 MM (Teste Bomba Injetora),23/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,,,,,,,,,,,,,,,Peça,,
1301292371,Abastecimento Saveiro Paulo- (Cartão deu erro),23/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,TKY6E68,,,,,,,,,,,,,,,,,,,TKY6E68,34969,,,,,Veicular,Abastecimento,
1301297078,2L Oleo Motor para a Strada Nicolas,23/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,FXM4G90,,,,,,,,,,,,,,,,,,,FXM4G90,0,,,,,Veicular,Manutenção,
1301922584,ABASTECIMENTO MOTO PEDRO (IRMÃO DO PAULO),23/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,,,,,,,,,,0,,,,,Veicular,Abastecimento,
1302408518,Óleo para o Câmbio do Nicolas,24/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,FXM4G90,,,,,,,,,,,,,,,,,,,FXM4G90,0,,,,,Veicular,Manutenção,
1302669059,ALMOÇO SILVANA PEDRO ,24/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,,,,,,,,,,,,,,,Alimentação,,
1303997635,4 METROS DE MAGUEIRA E 10 ABRAÇADEIRAS PARA ANA SILLA (RETROESCAVADEIRA),25/02/2026,Aguardando- NF ou Aprovar,Cobrado do Cliente,,,,,,,,,,,,,,,,,,,,,,,,,,Peça,,
1304785443,2 Parafuso guia para o cambio-DLZ1967,26/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,DLZ1967,,,,,,,,,,,,,,,,,,,DLZ1967,0,,,,,Veicular,Manutenção,
1305420070,REPARO PNEU EPX-5475,27/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,EPX5475,,,,,,,,,,,,,,,,,,,EPX5475,0,,,,,Veicular,Manutenção,
1306038230,"1L DE PRETO CADILAC PU, FUNDO PU E CAIXA DE SPRAY SEMI BRILHO",28/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,,,,,,,,,,,,,,,Ferramenta,,
1306076208,Gasolina Nicolas,28/02/2026,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,,,,,,,,,,0,,,,,Veicular,Abastecimento,
1307389368,4 PNEUS PARA VOYAGE,02/03/2026,Aguardando- NF ou Aprovar,Comercial,,,,,,,,,,,,,,,,,,,,SEB9J47,0,,,,,Veicular,Manutenção,
1307931486,Folha de Serra- Para uso geral da Oficina,03/03/2026,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,,,,,,,,,,,,,,,Ferramenta,,
1308123547,Almoço Silvana,03/03/2026,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,,,,,,,,,,,,,,,Alimentação,,
1308515239,ABASTECIMENTO PEDRO PESSOAL,03/03/2026,Aguardando- NF ou Aprovar,Consumo Oficina,,,,,,,,,,,,,,,,,,,,,0,,,,,Veicular,Abastecimento,
1309681584,"MANUTENÇÃO DOUGRAS EPX5402 - PNEUS, ALINHAMENTO E BALANCEAMENTO",05/03/2026,Aguardando- NF ou Aprovar,Comercial,EPX5402,,,,,,,,,,,,,,,,,,,EPX5402,179628,,,,,Veicular,Manutenção,
1268681177,ABASTECIMENTO FXM4G90,15/12/2025,Veiculos- Add no Rota Exata,Consumo Oficina,,1.000,,,,,,,,,1268681177,Auto Posto 2001,"49,9",4903,https://app.pipefy.com/storage/v1/signed/uploads/8e2dffcb-91e1-4ca7-afdd-984693036444/8253a1ac.ReqFotoNota.105635.jpg?expires_on=1772801592&signature=%2B84gIcJYVqs0NEG1zpsHJR%2BefGfO7EQAHxJlvcYcTmc%3D,,Qualidade está ruim,,,FXM4G90,0,,,,,Veicular,Abastecimento,
1272109973,ABASTECIMENTO PAULO,23/12/2025,Veiculos- Add no Rota Exata,Consumo Oficina,TKY6E68,,,,,,,,,,1272109973,,,,,,,,,TKY6E68,0,,,,,Veicular,Abastecimento,
1274385881,SERVIÇO EM PNEU STRADA,29/12/2025,Veiculos- Add no Rota Exata,Consumo Oficina,,,,,,,,,,,1274385881,Favaro Pneus,140,242,"https://app.pipefy.com/storage/v1/signed/uploads/759362f9-e882-4a7e-a689-a9c6e1bb6447/WhatsAppImage2025-12-29at14.06.01.jpeg?expires_on=1772801592&signature=XLk6AQbnBnUvabZj3WzbK%2Fv9SX5Ddv9RztUXVL5aMlI%3D, https://app.pipefy.com/storage/v1/signed/uploads/e70040e8-8472-4137-bd3b-a4fcbd5c5380/WhatsAppImage2025-12-29at14.06.11.jpeg?expires_on=1772801592&signature=0WbBqiB3H9IyvcD9QaMCYd4lBEZxzLlzOxf12LJT8Kc%3D",,,,,,0,,,,,Veicular,Manutenção,
1279809510,VULCANIZAÇÃO PNEU VOYAGE,10/01/2026,Veiculos- Add no Rota Exata,Comercial,SEC1F03,,,,,,,,,,1279809510,Favaro Pneus,60,,,,,,,SEC1F03,61414,,,,,Veicular,Manutenção,
1293884943,MANUTENÇÃO FHY8D25,05/02/2026,Veiculos- Add no Rota Exata,Consumo Oficina,FHY8D25,,,,,,,,,,1293884943,PitStop Autopeças Martins,"1.930,00",646,https://app.pipefy.com/storage/v1/signed/uploads/4850e416-61d1-4056-abf9-81828f8b8967/WhatsAppImage2026-02-05at15.45.42.jpeg?expires_on=1772801592&signature=74ItI6WHJ8FU53z2F8zvUO6o6Ly%2BlKE%2BR13CBry02po%3D,,"Produto/serviço: 
KIT AMORTECEDOR DIANT. SUP VECTRA QNT 2 R$300,00
AMORTECEDOR TRAS MONTANA QNT 2 R$450,00
BUCHA BANDEJA DIANTEIRA QNT 2 50,00
SUPORTE DA BARRA TENSORA QNT 1 R$240,00
SUPORTE BARRA TENSORA QNT 1 R$240,00
AMORTECEDOR DIANTEIRO QNT 2 R$650,00",,,FHY8D25,,,,,,Veicular,Manutenção,
1296917931,MANUTENÇÃO FXM4G90,12/02/2026,Veiculos- Add no Rota Exata,Consumo Oficina,FXM4G90,,,,,,,,,,1296917931,Gerson Auto Peças,160,799,https://app.pipefy.com/storage/v1/signed/uploads/d2779d9c-4f40-43f1-b273-776a1c59d1ed/WhatsAppImage2026-02-12at13.22.45.jpeg?expires_on=1772801592&signature=ZlvQmd2xA2TTqvAWRwv7ENIVOYCBEIEBRWklj1gmZFE%3D,NÃO,"Produto: Homocinetica Palio R$189,00
Desconto de R$29,00",,,FXM4G90,249978,,,,,Veicular,Manutenção,
1305191728,ÓLEO 80W90 CARRO ZECA,27/02/2026,Veiculos- Add no Rota Exata,Consumo Oficina,DLZ1967,,,,,,,,,,,,,,,,,,,DLZ1967,190356,,,,,Veicular,Manutenção,
1195419125,REVISÃO MONITOR DE SEMENTE,14/08/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,,3.926,,,250,,,,,,,,,,,,,,,,,,Serviço de Terceiro,,
1195716696,Buchas para o banco do 9500,15/08/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,,0,,,290,,,,,,,,,,,,,,,,,,Peça,,
1197572754,TROCA DO REPARO PISTAO,19/08/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,,0,,,"330,59",,,,,,,,,,,,,,,,,,Serviço de Terceiro,,
1212749409,PEÇA PARA ANTIGONE,11/09/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,,3.977,,,"93,31",,,,,,,,,,,,,,,,,,Peça,,
1193918898,PRENSA DE MANGUEIRA PARA ADUBADEIRA DCA 5500,12/08/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,,3.919,,,"229,82",,,,,,,,,,,,,,,,,,Serviço de Terceiro,,
1228872474,Parafuso para o bloco hidraulico,06/10/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,,4.070,,,10,,,,,,,,,,,,,,,,,,Peça,,
1249639814,ABASTECIMENTO NA BR DA CBA,04/11/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,,0,,,"282,07",,,,,,,,,,,,,0,,,,,Veicular,Abastecimento,
1207534909,BUCHAS PARA TRATOR DO MARCIO FÁVARO,03/09/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,,0,,,240,,,,,,,,,,,,,,,,,,Peça,,
1250365651,MASSA PLÁSTICA PARA TL,05/11/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,,0,,,"18,89",,,,,,,,,,,,,,,,,,Ferramenta,,
1263506878,REVISÃO 250H STRONGER  3200,03/12/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,,4.325,,,567,,,,,,,,,,,,,,,,,,Serviço de Terceiro,,
1268315098,"TROCA COMPRESSOR DE AR JEFERSSON, PARA O AIRTON RIBEIRO",15/12/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,Airton Ribeiro,4.330,Jeferson Climatização,21,1.500,https://app.pipefy.com/storage/v1/signed/uploads/a7421883-e578-4d8d-b314-95a11461627f/AIRTONRIBEIRO.pdf?expires_on=1772801592&signature=R10EeE%2FPxHB%2FLNIZdw5kw5wkwW%2BMgnr5IOnlfX%2BGToI%3D,1.500,1268315098,,0,,,,,,,,,,,,,Serviço de Terceiro,,
1268331452,Troca do ventilador do condensador para o Fernando Basile,15/12/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,Carlos Fernando Basile,4.315,Jeferson Climatização,20,1.250,https://app.pipefy.com/storage/v1/signed/uploads/9dcbeb1e-83fc-4000-82e9-e0e685b46736/FERNANDOBASILENFJEFERSON.pdf?expires_on=1772801592&signature=4vF2OB5YgrPdzzxvI1OTIgGaUcq%2BxzlYq4Ut1dV52B8%3D,"1.250,00",1268331452,,,,,,,,,,,,,,,Serviço de Terceiro,,
1269382913,Prensa Mangueira Antigone,17/12/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,Antigone ,4.200,Landico,2.529,"91,22",https://app.pipefy.com/storage/v1/signed/uploads/6d996ec1-c745-4dfa-97e1-445e4c82c72e/PrensaManguieraAntigone.pdf?expires_on=1772801592&signature=WGsBf8L28qhQ18%2F9b4ZHIvO%2F1tGB3UmQO0RwIJ9q0NE%3D,100,1269382913,,,,,,,,,,,,,,,Serviço de Terceiro,,
1269407998,Prensa de magueira para o Tl CBA,17/12/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,CBA,4.252,Landico,2.496,"22,99",https://app.pipefy.com/storage/v1/signed/uploads/9ce99a37-a5cf-40d1-be2e-2e3e71102f0c/PrensadeMangueiraparaoTldaCBA.tif?expires_on=1772801592&signature=FOpx4j08bR18hIutLr5hohT8XF2pKdgpnBWGmn0n3H4%3D,23,1269407998,,,,,,,,,,,,,,,Serviço de Terceiro,,
1269505267,Anel Oring NBR 2223,17/12/2025,Custo-Cobrado Cliente,Comercial,,,,,,,,,,,1269505267,Landico,"21,6",2670,https://app.pipefy.com/storage/v1/signed/uploads/6160f44a-65cd-475e-87ef-c10e7d819d84/AnelOringDaniloSouza.tif?expires_on=1772801592&signature=AECaQTVWJNxX8sC90zlNXOx%2B%2BDdYv0IFwJCU4rAbwDM%3D,,"Criada pelo Pós Vendas.
VENDA BALCÃO (BICUDO)
",,,,,,,,,Peça,,
1270952272,PAR MANOPLA,20/12/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,MARQUES E SAN JUAN SOCIEDADE DE ADVOGADOS,4.088,Moto Sport,878,30,https://app.pipefy.com/storage/v1/signed/uploads/c1f1fa6a-2f70-4c19-abb8-197d49d31330/WhatsAppImage2025-12-20at11.26.02.jpeg?expires_on=1772801592&signature=uYs1NRnVrrAhRpn9V7re1EtqZKCummpfTtoYIln3Z7g%3D,60,1270952272,,,,,,,,,,,,,,,Serviço de Terceiro,,
1274458109,FILTRAGEM DO SISTEMA HIDRAULICO TRANSMISSÃO,29/12/2025,Custo-Cobrado Cliente,Cobrado do Cliente,,,,ANA SILLA,10.022,Rafael Pitoco,130,"1.138,80",https://app.pipefy.com/storage/v1/signed/uploads/416d9a1f-4d04-415b-aec6-98725360f9d8/WhatsAppImage2025-12-29at15.23.56.jpeg?expires_on=1772801592&signature=uc1tqTRG0qtNDw%2Fm1EwLZcK0KWGwOTlnS519Rr8Qy%2FE%3D,"1.138,80",1274458109,,,,,,Cobrado valor nota,,,,,,,,,Peça,,
1278354125,ARRUELA PARA EIXO DO SUPORTE FACA,07/01/2026,Custo-Cobrado Cliente,Cobrado do Cliente,,,,MARCELO FELIZARDO,4.472,Rodrigo Torneiro,,80,https://app.pipefy.com/storage/v1/signed/uploads/220fffb6-9cdc-4e29-a31c-98d124f5cf9f/WhatsAppImage2026-01-07at08.02.42.jpeg?expires_on=1772801592&signature=ED16dahDllJtRAXMKdau8lCw6Z6PYCuCNk6YazCcK7Q%3D,96,1278354125,Rodrigo Torneiro,80,,https://app.pipefy.com/storage/v1/signed/uploads/75ca9d72-9838-41ba-9ddc-9b31bfc9f32a/WhatsAppImage2026-01-07at08.02.42.jpeg?expires_on=1772801592&signature=myHJYa6pALBfjG4LjtaYwjygHTMolmaF9AohwwZRVfI%3D,,"(Valor teve que ser atualizado, por que teve que ser feito de outro jeito)",,,,,,,,,Serviço de Terceiro,,
1285214922,SERVIÇO DE LIMPEZA E SOLDA DE RADIADOR TRATOR MAHINDRA,21/01/2026,Custo-Cobrado Cliente,Cobrado do Cliente,,,,CELSO CAMARGO GUAZZO E OUTRA,4.405,Radiadores Amantini,22.511,350,https://app.pipefy.com/storage/v1/signed/uploads/bebb3584-6c14-4e9c-8948-5fcf1637ca19/WhatsAppImage2026-01-21at15.22.18.jpeg?expires_on=1772801592&signature=peXOpEVpXB3mjYvXZLwPV0r5RrVGKnPP4644s5DHr0o%3D,420,1285214922,,,,,,,,,,,,,,,Serviço de Terceiro,,
1285831475,DISCO DE FRICÇÃO PARA SERVIÇO CARDAN ,22/01/2026,Custo-Cobrado Cliente,Cobrado do Cliente,,,,ALFREDO ANGELO SONCINI FILHO,4.508,Flavio Garrote Wolf,Número orçamento: 007693,32,https://app.pipefy.com/storage/v1/signed/uploads/9dca1905-4f67-43a1-bea0-2f89e9273cc8/WhatsAppImage2026-01-22at13.37.00.jpeg?expires_on=1772801592&signature=2y1J8WbyTG87z9s4DCk1GiQUB%2FGrCbyuTTqeJk%2BHazc%3D,40,1285831475,,,,,,,,,,,,,,,Peça,,
1285840516,AR CONDICIONADO CABINE ,22/01/2026,Custo-Cobrado Cliente,Cobrado do Cliente,,,,Angelo André Dognani,4.509,Jefferson Jose Firmino,31,1.680,"https://app.pipefy.com/storage/v1/signed/uploads/2dfa0193-a61e-4abd-954b-09f9c033e6a7/NFDANFE31.jpeg?expires_on=1772801592&signature=7p9ZY6cw%2FNkrXxWrG8IvuJ1MRc0ytjF6dBPYNFGqsn0%3D, https://app.pipefy.com/storage/v1/signed/uploads/1a21bdc3-1e0d-4dcd-83e8-e669a5e3c53a/BOLETONFDANFE31.jpeg?expires_on=1772801592&signature=rtX%2B6n6Vj7%2BR%2FODgdOnOxerdMS4N5OwzEFM53vnk%2FOM%3D",2.000,1285840516,,,,,,,,,,,,,,,Serviço de Terceiro,,
1287130523,Lâmpada para trator Maysa,24/01/2026,Custo-Cobrado Cliente,Cobrado do Cliente,,,,Maysa Cristine,4.491,Walter Auto Elétrica,,150,https://app.pipefy.com/storage/v1/signed/uploads/036b7e62-85f0-4b30-9a8a-c1573fb5c9b7/8e06ceb3.ReqFotoNota.182317.jpg?expires_on=1772801592&signature=9eS1TT74wio43t9oqbXRYLJW9L8L%2FO6%2B5X1mWLLvtp8%3D,,1287130523,,,,,,Cobrado a mais na OS,,,,,,,,,Peça,,
1281121654,TROCAR BUCHA EIXO ESTRIADO JIVO,13/01/2026,Custo-Cobrado Cliente,Consumo Oficina,,,,JOSÉ CARLOS FERNANDES,4.380,Rodrigo Torneiro,145,120,,150,1281121654,Rodrigo Torneiro,120,145,,,REQUISIÇÃO CRIADA PELO PÓS-VENDAS,,,,,,,,,Serviço de Terceiro,,
1292580499,SERVIÇO TRATOR OLINTO,03/02/2026,Custo-Cobrado Cliente,Cobrado do Cliente,,,,OLINTO ARRUDA FAZ SÃO DOMINGUES,4.571,Barrado,90.118,19,https://app.pipefy.com/storage/v1/signed/uploads/b4afba20-dbe7-427f-9942-b3870eb9ba47/WhatsAppImage2026-02-03at14.33.50.jpeg?expires_on=1772801592&signature=Afn9aLbF%2F278Nb%2FZ73VEa5evkX1GXdQP%2FeIZ8ZaB87o%3D,30,1292580499,,,,,,Técnico não seguiu o protocolo,,,,,,,,,Peça,,
1293995681,SERVIÇO MANUTENÇÃO TL 95,05/02/2026,Custo-Cobrado Cliente,Cobrado do Cliente,,,,LUIZ TEBET,,Landico,3.054,354,https://app.pipefy.com/storage/v1/signed/uploads/e190c24c-4e4b-48da-a949-c41f9e854173/WhatsAppImage2026-02-05at17.49.09.jpeg?expires_on=1772801592&signature=uSkC%2FlD8b8XjAWMCmGD4O5PjLXooAIkDJDxa7dUfzk8%3D,400,1293995681,,,,,,"SEM OS, POIS TÉCNICO AINDA ESTA FAZENDO SERVIÇO, MANUTENÇÃO DA PORTA DA CABINE",,,,,,,,,Serviço de Terceiro,,
1294247485,BOMBA TRANSMISSÃO E PONTEIRA DA BARRA,06/02/2026,Custo-Cobrado Cliente,GARANTIA,,,,Carlos Rogério Fernandes,4.381,Rafael Pitoco,131,904,https://app.pipefy.com/storage/v1/signed/uploads/b1d159b2-91e2-4a50-a8b8-d05a56c673a9/355380722503220160001990000000000131260113312435293.pdf?expires_on=1772801592&signature=ZIkFwtrqgpAcdxFMA8vNMxv7Ea0yrWt0rBpx3nVspA4%3D,1.200,1294247485,,,,,,COBRADO DA FÁBRICA ESSE VALOR EM CIMA DE HORA TRABALHADA E KM,,,,,,,,,Serviço de Terceiro,,
1294433312,REVISÃO 500H STRONGER 3200HD,06/02/2026,Custo-Cobrado Cliente,Cobrado do Cliente,,,,CARLOS ROGERIO FERNANDEZ,4.594,Rafael Pitoco,137,1.117,https://app.pipefy.com/storage/v1/signed/uploads/18b87ad3-76b1-42bc-b3cf-5931cf7dadc1/WhatsAppImage2026-02-06at14.51.311.jpeg?expires_on=1772801592&signature=j06DvScbwK4JF7eSU384fhdHYtcoWtc%2BnTF%2BEaNG4Xo%3D,"1.561,20",1294433312,,,,,,"Realizado revisão no Stronger 3200 HD
Técnico externo: Rafael Douglas",,,,,,,,,Serviço de Terceiro,,
1293867429,DIMINUIR MEDIDA DA BUCHA DO CUBO,05/02/2026,Custo-Cobrado Cliente,Cobrado do Cliente,,,,THEODORUS SWART,4.541,Rodrigo Torneiro,150,30,,30,1293867429,Rodrigo Torneiro,30,,,,"Técnico não seguiu protocolo
",,,,,,,,,Serviço de Terceiro,,
1290579519,ELETRODO PARA SOLDAR EQUIPAMENTO CASALE,29/01/2026,Custo-Cobrado Cliente,Cobrado do Cliente,,,,FAZENDA BOA ESPERANÇA - FRUTAP,4.538,KMS Ferramentas,1.762,"72,8",https://app.pipefy.com/storage/v1/signed/uploads/0f600357-dc06-4cf4-a1c3-acbf2e54aa5c/fdd18fac.ReqFotoNota.1606111.jpg?expires_on=1772801592&signature=rY6bG0Ov3gDncLu8uv4vlIWmP91T7qnq%2BrhADbAgURM%3D,798,1290579519,KMS Ferramentas,72,38202,https://app.pipefy.com/storage/v1/signed/uploads/aa2ba7e6-fa4e-41f2-afe9-9400d10df1a4/fdd18fac.ReqFotoNota.1606111.jpg?expires_on=1772801592&signature=yDmm64LRmlAHGyrO7IG79RIhxGXRZKNZa9mlOIMsxSw%3D,,FÁBRICA CASALE PAGOU,,,,,,,,,Peça,,
